,Judger A,Judger B,Judger C,NOC Code,Result
4652,J3,J1,J7,BLR,0.0
4653,J3,J1,J8,BLR,0.0
4654,J3,J1,J9,BLR,0.0
4655,J3,J2,J1,BLR,0.0
4656,J3,J2,J4,BLR,0.0
4657,J3,J2,J5,BLR,0.0
4658,J3,J2,J6,BLR,0.0
4659,J3,J2,J7,BLR,0.0
4660,J3,J2,J8,BLR,0.0
4661,J3,J2,J9,BLR,0.0
4662,J3,J4,J1,BLR,0.0
4663,J3,J4,J2,BLR,0.0
4664,J3,J4,J5,BLR,0.0
4665,J3,J4,J6,BLR,0.0
4666,J3,J4,J7,BLR,0.0
4667,J3,J4,J8,BLR,0.0
4668,J3,J4,J9,BLR,0.0
4669,J3,J5,J1,BLR,0.0
4670,J3,J5,J2,BLR,0.0
4671,J3,J5,J4,BLR,0.0
4672,J3,J5,J6,BLR,0.0
4673,J3,J5,J7,BLR,0.0
4674,J3,J5,J8,BLR,0.0
4675,J3,J5,J9,BLR,0.0
4676,J3,J6,J1,BLR,0.0
4677,J3,J6,J2,BLR,0.0
4678,J3,J6,J4,BLR,0.0
4679,J3,J6,J5,BLR,0.0
4680,J3,J6,J7,BLR,0.0
4681,J3,J6,J8,BLR,0.0
4682,J3,J6,J9,BLR,0.0
4683,J3,J7,J1,BLR,0.0
4684,J3,J7,J2,BLR,0.0
4685,J3,J7,J4,BLR,0.0
4686,J3,J7,J5,BLR,0.0
4687,J3,J7,J6,BLR,0.0
4688,J3,J7,J8,BLR,0.0
4689,J3,J7,J9,BLR,0.0
4690,J3,J8,J1,BLR,0.0
4691,J3,J8,J2,BLR,0.0
4692,J3,J8,J4,BLR,0.0
4693,J3,J8,J5,BLR,0.0
4694,J3,J8,J6,BLR,0.0
4695,J3,J8,J7,BLR,0.0
4696,J3,J8,J9,BLR,0.0
4697,J3,J9,J1,BLR,0.0
4698,J3,J9,J2,BLR,0.0
4699,J3,J9,J4,BLR,0.0
4700,J3,J9,J5,BLR,0.0
4701,J3,J9,J6,BLR,0.0
4702,J3,J9,J7,BLR,0.0
4703,J3,J9,J8,BLR,0.0
4704,J4,J1,J2,BLR,0.0
4705,J4,J1,J3,BLR,0.0
4706,J4,J1,J5,BLR,0.0
4707,J4,J1,J6,BLR,0.0
4708,J4,J1,J7,BLR,0.0
4709,J4,J1,J8,BLR,0.0
4710,J4,J1,J9,BLR,0.0
4711,J4,J2,J1,BLR,0.0
4712,J4,J2,J3,BLR,0.0
4713,J4,J2,J5,BLR,0.0
4714,J4,J2,J6,BLR,0.0
4715,J4,J2,J7,BLR,0.0
4716,J4,J2,J8,BLR,0.0
4717,J4,J2,J9,BLR,0.0
4718,J4,J3,J1,BLR,0.0
4719,J4,J3,J2,BLR,0.0
4720,J4,J3,J5,BLR,0.0
4721,J4,J3,J6,BLR,0.0
4722,J4,J3,J7,BLR,0.0
4723,J4,J3,J8,BLR,0.0
4724,J4,J3,J9,BLR,0.0
4725,J4,J5,J1,BLR,0.0
4726,J4,J5,J2,BLR,0.0
4727,J4,J5,J3,BLR,0.0
4728,J4,J5,J6,BLR,0.0
4729,J4,J5,J7,BLR,0.0
4730,J4,J5,J8,BLR,0.0
4731,J4,J5,J9,BLR,0.0
4732,J4,J6,J1,BLR,0.0
4733,J4,J6,J2,BLR,0.0
4734,J4,J6,J3,BLR,0.0
4735,J4,J6,J5,BLR,0.00011574074074074079
4736,J4,J6,J7,BLR,0.0
4737,J4,J6,J8,BLR,0.0
4738,J4,J6,J9,BLR,0.0
4739,J4,J7,J1,BLR,0.0
4740,J4,J7,J2,BLR,0.0
4741,J4,J7,J3,BLR,0.0
4742,J4,J7,J5,BLR,0.0
4743,J4,J7,J6,BLR,0.0
4744,J4,J7,J8,BLR,0.0
4745,J4,J7,J9,BLR,0.0
4746,J4,J8,J1,BLR,0.0
4747,J4,J8,J2,BLR,0.0
4748,J4,J8,J3,BLR,0.0
4749,J4,J8,J5,BLR,0.0
4750,J4,J8,J6,BLR,0.0
4751,J4,J8,J7,BLR,0.0
4752,J4,J8,J9,BLR,0.0
4753,J4,J9,J1,BLR,0.0
4754,J4,J9,J2,BLR,0.0
4755,J4,J9,J3,BLR,0.0
4756,J4,J9,J5,BLR,0.0
4757,J4,J9,J6,BLR,0.0
4758,J4,J9,J7,BLR,0.0
4759,J4,J9,J8,BLR,0.0
4760,J5,J1,J2,BLR,0.0
4761,J5,J1,J3,BLR,0.0
4762,J5,J1,J4,BLR,0.0
4763,J5,J1,J6,BLR,0.0
4764,J5,J1,J7,BLR,0.0
4765,J5,J1,J8,BLR,0.0
4766,J5,J1,J9,BLR,0.0
4767,J5,J2,J1,BLR,0.0
4768,J5,J2,J3,BLR,0.0
4769,J5,J2,J4,BLR,0.0
4770,J5,J2,J6,BLR,0.0
4771,J5,J2,J7,BLR,0.0
4772,J5,J2,J8,BLR,0.0
4773,J5,J2,J9,BLR,0.0
4774,J5,J3,J1,BLR,0.0
4775,J5,J3,J2,BLR,0.0
4776,J5,J3,J4,BLR,0.0
4777,J5,J3,J6,BLR,0.0
4778,J5,J3,J7,BLR,0.0
4779,J5,J3,J8,BLR,0.0
4780,J5,J3,J9,BLR,0.0
4781,J5,J4,J1,BLR,0.0
4782,J5,J4,J2,BLR,0.0
4783,J5,J4,J3,BLR,0.0
4784,J5,J4,J6,BLR,0.0
4785,J5,J4,J7,BLR,0.0
4786,J5,J4,J8,BLR,0.0
4787,J5,J4,J9,BLR,0.0
4788,J5,J6,J1,BLR,0.0
4789,J5,J6,J2,BLR,0.0
4790,J5,J6,J3,BLR,0.0
4791,J5,J6,J4,BLR,0.0
4792,J5,J6,J7,BLR,0.0
4793,J5,J6,J8,BLR,0.0
4794,J5,J6,J9,BLR,0.0
4795,J5,J7,J1,BLR,0.0
4796,J5,J7,J2,BLR,0.0
4797,J5,J7,J3,BLR,0.0
4798,J5,J7,J4,BLR,0.0
4799,J5,J7,J6,BLR,0.0
4800,J5,J7,J8,BLR,0.0
4801,J5,J7,J9,BLR,0.0
4802,J5,J8,J1,BLR,0.0
4803,J5,J8,J2,BLR,0.0
4804,J5,J8,J3,BLR,0.0
4805,J5,J8,J4,BLR,0.0
4806,J5,J8,J6,BLR,0.0
4807,J5,J8,J7,BLR,0.0
4808,J5,J8,J9,BLR,0.0
4809,J5,J9,J1,BLR,0.0
4810,J5,J9,J2,BLR,0.0
4811,J5,J9,J3,BLR,0.0
4812,J5,J9,J4,BLR,0.0
4813,J5,J9,J6,BLR,0.0
4814,J5,J9,J7,BLR,0.0
4815,J5,J9,J8,BLR,0.0
4816,J6,J1,J2,BLR,0.0
4817,J6,J1,J3,BLR,0.0
4818,J6,J1,J4,BLR,0.0
4819,J6,J1,J5,BLR,0.0
4820,J6,J1,J7,BLR,0.0
4821,J6,J1,J8,BLR,0.0
4822,J6,J1,J9,BLR,0.0
4823,J6,J2,J1,BLR,0.0
4824,J6,J2,J3,BLR,0.0
4825,J6,J2,J4,BLR,0.0
4826,J6,J2,J5,BLR,0.0
4827,J6,J2,J7,BLR,0.0
4828,J6,J2,J8,BLR,0.0
4829,J6,J2,J9,BLR,0.0
4830,J6,J3,J1,BLR,0.0
4831,J6,J3,J2,BLR,0.0
4832,J6,J3,J4,BLR,0.0
4833,J6,J3,J5,BLR,0.0
4834,J6,J3,J7,BLR,0.0
4835,J6,J3,J8,BLR,0.0
4836,J6,J3,J9,BLR,0.0
4837,J6,J4,J1,BLR,0.0
4838,J6,J4,J2,BLR,0.0
4839,J6,J4,J3,BLR,0.0
4840,J6,J4,J5,BLR,0.00017939814814814817
4841,J6,J4,J7,BLR,0.0
4842,J6,J4,J8,BLR,0.0
4843,J6,J4,J9,BLR,0.0
4844,J6,J5,J1,BLR,0.0
4845,J6,J5,J2,BLR,0.0
4846,J6,J5,J3,BLR,0.0
4847,J6,J5,J4,BLR,0.0
4848,J6,J5,J7,BLR,0.0
4849,J6,J5,J8,BLR,0.0
4850,J6,J5,J9,BLR,0.0
4851,J6,J7,J1,BLR,0.0
4852,J6,J7,J2,BLR,0.0
4853,J6,J7,J3,BLR,0.0
4854,J6,J7,J4,BLR,0.0
4855,J6,J7,J5,BLR,0.0
4856,J6,J7,J8,BLR,0.0
4857,J6,J7,J9,BLR,0.0
4858,J6,J8,J1,BLR,0.0
4859,J6,J8,J2,BLR,0.0
4860,J6,J8,J3,BLR,0.0
4861,J6,J8,J4,BLR,0.0
4862,J6,J8,J5,BLR,0.0
4863,J6,J8,J7,BLR,0.0
4864,J6,J8,J9,BLR,0.0
4865,J6,J9,J1,BLR,0.0
4866,J6,J9,J2,BLR,0.0
4867,J6,J9,J3,BLR,0.0
4868,J6,J9,J4,BLR,0.0
4869,J6,J9,J5,BLR,0.0
4870,J6,J9,J7,BLR,0.0
4871,J6,J9,J8,BLR,0.0
4872,J7,J1,J2,BLR,0.0
4873,J7,J1,J3,BLR,0.0
4874,J7,J1,J4,BLR,0.0
4875,J7,J1,J5,BLR,0.0
4876,J7,J1,J6,BLR,0.0
4877,J7,J1,J8,BLR,0.0
4878,J7,J1,J9,BLR,0.0
4879,J7,J2,J1,BLR,0.0
4880,J7,J2,J3,BLR,0.0
4881,J7,J2,J4,BLR,0.0
4882,J7,J2,J5,BLR,0.0
4883,J7,J2,J6,BLR,0.0
4884,J7,J2,J8,BLR,0.0
4885,J7,J2,J9,BLR,0.0
4886,J7,J3,J1,BLR,0.0
4887,J7,J3,J2,BLR,0.0
4888,J7,J3,J4,BLR,0.0
4889,J7,J3,J5,BLR,0.0
4890,J7,J3,J6,BLR,0.0
4891,J7,J3,J8,BLR,0.0
4892,J7,J3,J9,BLR,0.0
4893,J7,J4,J1,BLR,0.0
4894,J7,J4,J2,BLR,0.0
4895,J7,J4,J3,BLR,0.0
4896,J7,J4,J5,BLR,0.0
4897,J7,J4,J6,BLR,0.0
4898,J7,J4,J8,BLR,0.0
4899,J7,J4,J9,BLR,0.0
4900,J7,J5,J1,BLR,0.0
4901,J7,J5,J2,BLR,0.0
4902,J7,J5,J3,BLR,0.0
4903,J7,J5,J4,BLR,0.0
4904,J7,J5,J6,BLR,0.0
4905,J7,J5,J8,BLR,0.0
4906,J7,J5,J9,BLR,0.0
4907,J7,J6,J1,BLR,0.0
4908,J7,J6,J2,BLR,0.0
4909,J7,J6,J3,BLR,0.0
4910,J7,J6,J4,BLR,0.0
4911,J7,J6,J5,BLR,0.0
4912,J7,J6,J8,BLR,0.0
4913,J7,J6,J9,BLR,0.0
4914,J7,J8,J1,BLR,0.0
4915,J7,J8,J2,BLR,0.0
4916,J7,J8,J3,BLR,0.0
4917,J7,J8,J4,BLR,0.0
4918,J7,J8,J5,BLR,0.0
4919,J7,J8,J6,BLR,0.0
4920,J7,J8,J9,BLR,0.0
4921,J7,J9,J1,BLR,0.0
4922,J7,J9,J2,BLR,0.0
4923,J7,J9,J3,BLR,0.0
4924,J7,J9,J4,BLR,0.0
4925,J7,J9,J5,BLR,0.0
4926,J7,J9,J6,BLR,0.0
4927,J7,J9,J8,BLR,0.0
4928,J8,J1,J2,BLR,0.0
4929,J8,J1,J3,BLR,0.0
4930,J8,J1,J4,BLR,0.0
4931,J8,J1,J5,BLR,0.0
4932,J8,J1,J6,BLR,0.0
4933,J8,J1,J7,BLR,0.0
4934,J8,J1,J9,BLR,0.0
4935,J8,J2,J1,BLR,0.0
4936,J8,J2,J3,BLR,0.0
4937,J8,J2,J4,BLR,0.0
4938,J8,J2,J5,BLR,0.0
4939,J8,J2,J6,BLR,0.0
4940,J8,J2,J7,BLR,0.0
4941,J8,J2,J9,BLR,0.0
4942,J8,J3,J1,BLR,0.0
4943,J8,J3,J2,BLR,0.0
4944,J8,J3,J4,BLR,0.0
4945,J8,J3,J5,BLR,0.0
4946,J8,J3,J6,BLR,0.0
4947,J8,J3,J7,BLR,0.0
4948,J8,J3,J9,BLR,0.0
4949,J8,J4,J1,BLR,0.0
4950,J8,J4,J2,BLR,0.0
4951,J8,J4,J3,BLR,0.0
4952,J8,J4,J5,BLR,0.0
4953,J8,J4,J6,BLR,0.0
4954,J8,J4,J7,BLR,0.0
4955,J8,J4,J9,BLR,0.0
4956,J8,J5,J1,BLR,0.0
4957,J8,J5,J2,BLR,0.0
4958,J8,J5,J3,BLR,0.0
4959,J8,J5,J4,BLR,0.0
4960,J8,J5,J6,BLR,0.0
4961,J8,J5,J7,BLR,0.0
4962,J8,J5,J9,BLR,0.0
4963,J8,J6,J1,BLR,0.0
4964,J8,J6,J2,BLR,0.0
4965,J8,J6,J3,BLR,0.0
4966,J8,J6,J4,BLR,0.0
4967,J8,J6,J5,BLR,0.0
4968,J8,J6,J7,BLR,0.0
4969,J8,J6,J9,BLR,0.0
4970,J8,J7,J1,BLR,0.0
4971,J8,J7,J2,BLR,0.0
4972,J8,J7,J3,BLR,0.0
4973,J8,J7,J4,BLR,0.0
4974,J8,J7,J5,BLR,0.0
4975,J8,J7,J6,BLR,0.0
4976,J8,J7,J9,BLR,0.0
4977,J8,J9,J1,BLR,0.0
4978,J8,J9,J2,BLR,0.0
4979,J8,J9,J3,BLR,0.0
4980,J8,J9,J4,BLR,0.0
4981,J8,J9,J5,BLR,0.0
4982,J8,J9,J6,BLR,0.0
4983,J8,J9,J7,BLR,0.0
4984,J9,J1,J2,BLR,0.0
4985,J9,J1,J3,BLR,0.0
4986,J9,J1,J4,BLR,0.0
4987,J9,J1,J5,BLR,0.0
4988,J9,J1,J6,BLR,0.0
4989,J9,J1,J7,BLR,0.0
4990,J9,J1,J8,BLR,0.0
4991,J9,J2,J1,BLR,0.0
4992,J9,J2,J3,BLR,0.0
4993,J9,J2,J4,BLR,0.0
4994,J9,J2,J5,BLR,0.0
4995,J9,J2,J6,BLR,0.0
4996,J9,J2,J7,BLR,0.0
4997,J9,J2,J8,BLR,0.0
4998,J9,J3,J1,BLR,0.0
4999,J9,J3,J2,BLR,0.0
5000,J9,J3,J4,BLR,0.0
5001,J9,J3,J5,BLR,0.0
5002,J9,J3,J6,BLR,0.0
5003,J9,J3,J7,BLR,0.0
5004,J9,J3,J8,BLR,0.0
5005,J9,J4,J1,BLR,0.0
5006,J9,J4,J2,BLR,0.0
5007,J9,J4,J3,BLR,0.0
5008,J9,J4,J5,BLR,0.0
5009,J9,J4,J6,BLR,0.0
5010,J9,J4,J7,BLR,0.0
5011,J9,J4,J8,BLR,0.0
5012,J9,J5,J1,BLR,0.0
5013,J9,J5,J2,BLR,0.0
5014,J9,J5,J3,BLR,0.0
5015,J9,J5,J4,BLR,0.0
5016,J9,J5,J6,BLR,0.0
5017,J9,J5,J7,BLR,0.0
5018,J9,J5,J8,BLR,0.0
5019,J9,J6,J1,BLR,0.0
5020,J9,J6,J2,BLR,0.0
5021,J9,J6,J3,BLR,0.0
5022,J9,J6,J4,BLR,0.0
5023,J9,J6,J5,BLR,0.0
5024,J9,J6,J7,BLR,0.0
5025,J9,J6,J8,BLR,0.0
5026,J9,J7,J1,BLR,0.0
5027,J9,J7,J2,BLR,0.0
5028,J9,J7,J3,BLR,0.0
5029,J9,J7,J4,BLR,0.0
5030,J9,J7,J5,BLR,0.0
5031,J9,J7,J6,BLR,0.0
5032,J9,J7,J8,BLR,0.0
5033,J9,J8,J1,BLR,0.0
5034,J9,J8,J2,BLR,0.0
5035,J9,J8,J3,BLR,0.0
5036,J9,J8,J4,BLR,0.0
5037,J9,J8,J5,BLR,0.0
5038,J9,J8,J6,BLR,0.0
5039,J9,J8,J7,BLR,0.0
5040,J1,J2,J3,SUI,0.0
5041,J1,J2,J4,SUI,0.0
5042,J1,J2,J5,SUI,0.0
5043,J1,J2,J6,SUI,0.0
5044,J1,J2,J7,SUI,0.0
5045,J1,J2,J8,SUI,0.0
5046,J1,J2,J9,SUI,0.0
5047,J1,J3,J2,SUI,0.0
5048,J1,J3,J4,SUI,0.0
5049,J1,J3,J5,SUI,0.0
5050,J1,J3,J6,SUI,0.0
5051,J1,J3,J7,SUI,0.0
5052,J1,J3,J8,SUI,0.0
5053,J1,J3,J9,SUI,0.0
5054,J1,J4,J2,SUI,0.0
5055,J1,J4,J3,SUI,0.0
5056,J1,J4,J5,SUI,0.0
5057,J1,J4,J6,SUI,0.0
5058,J1,J4,J7,SUI,0.0
5059,J1,J4,J8,SUI,0.0
5060,J1,J4,J9,SUI,0.0
5061,J1,J5,J2,SUI,0.0
5062,J1,J5,J3,SUI,0.0
5063,J1,J5,J4,SUI,0.0
5064,J1,J5,J6,SUI,0.0
5065,J1,J5,J7,SUI,0.0
5066,J1,J5,J8,SUI,0.0
5067,J1,J5,J9,SUI,0.0
5068,J1,J6,J2,SUI,0.0
5069,J1,J6,J3,SUI,0.0
5070,J1,J6,J4,SUI,0.0
5071,J1,J6,J5,SUI,0.0
5072,J1,J6,J7,SUI,0.0
5073,J1,J6,J8,SUI,0.0
5074,J1,J6,J9,SUI,0.0
5075,J1,J7,J2,SUI,0.0
5076,J1,J7,J3,SUI,0.0
5077,J1,J7,J4,SUI,0.0
5078,J1,J7,J5,SUI,0.0
5079,J1,J7,J6,SUI,0.0
5080,J1,J7,J8,SUI,0.0
5081,J1,J7,J9,SUI,0.0
5082,J1,J8,J2,SUI,0.0
5083,J1,J8,J3,SUI,0.0
5084,J1,J8,J4,SUI,0.0
5085,J1,J8,J5,SUI,0.0
5086,J1,J8,J6,SUI,0.0
5087,J1,J8,J7,SUI,0.0
5088,J1,J8,J9,SUI,0.0
5089,J1,J9,J2,SUI,0.0
5090,J1,J9,J3,SUI,0.0
5091,J1,J9,J4,SUI,0.0
5092,J1,J9,J5,SUI,0.0
5093,J1,J9,J6,SUI,0.0
5094,J1,J9,J7,SUI,0.0
5095,J1,J9,J8,SUI,0.0
5096,J2,J1,J3,SUI,0.0
5097,J2,J1,J4,SUI,0.0
5098,J2,J1,J5,SUI,0.0
5099,J2,J1,J6,SUI,0.0
5100,J2,J1,J7,SUI,0.0
5101,J2,J1,J8,SUI,0.0
5102,J2,J1,J9,SUI,0.0
5103,J2,J3,J1,SUI,0.0
5104,J2,J3,J4,SUI,0.0
5105,J2,J3,J5,SUI,0.0
5106,J2,J3,J6,SUI,0.0
5107,J2,J3,J7,SUI,0.0
5108,J2,J3,J8,SUI,0.0
5109,J2,J3,J9,SUI,0.0
5110,J2,J4,J1,SUI,0.0
5111,J2,J4,J3,SUI,0.0
5112,J2,J4,J5,SUI,0.0
5113,J2,J4,J6,SUI,0.0
5114,J2,J4,J7,SUI,0.0
5115,J2,J4,J8,SUI,0.0
5116,J2,J4,J9,SUI,0.0
5117,J2,J5,J1,SUI,0.0
5118,J2,J5,J3,SUI,0.0
5119,J2,J5,J4,SUI,0.0
5120,J2,J5,J6,SUI,0.0
5121,J2,J5,J7,SUI,0.0
5122,J2,J5,J8,SUI,0.0
5123,J2,J5,J9,SUI,0.0
5124,J2,J6,J1,SUI,0.0
5125,J2,J6,J3,SUI,0.0
5126,J2,J6,J4,SUI,0.0
5127,J2,J6,J5,SUI,0.0
5128,J2,J6,J7,SUI,0.0
5129,J2,J6,J8,SUI,0.0
5130,J2,J6,J9,SUI,0.0
5131,J2,J7,J1,SUI,0.0
5132,J2,J7,J3,SUI,0.0
5133,J2,J7,J4,SUI,0.0
5134,J2,J7,J5,SUI,0.0
5135,J2,J7,J6,SUI,0.0
5136,J2,J7,J8,SUI,0.0
5137,J2,J7,J9,SUI,0.0
5138,J2,J8,J1,SUI,0.0
5139,J2,J8,J3,SUI,0.0
5140,J2,J8,J4,SUI,0.0
5141,J2,J8,J5,SUI,0.0
5142,J2,J8,J6,SUI,0.0
5143,J2,J8,J7,SUI,0.0
5144,J2,J8,J9,SUI,0.0
5145,J2,J9,J1,SUI,0.0
5146,J2,J9,J3,SUI,0.0
5147,J2,J9,J4,SUI,0.0
5148,J2,J9,J5,SUI,0.0
5149,J2,J9,J6,SUI,0.0
5150,J2,J9,J7,SUI,0.0
5151,J2,J9,J8,SUI,0.0
5152,J3,J1,J2,SUI,0.0
5153,J3,J1,J4,SUI,0.0
5154,J3,J1,J5,SUI,0.0
5155,J3,J1,J6,SUI,0.0
5156,J3,J1,J7,SUI,0.0
5157,J3,J1,J8,SUI,0.0
5158,J3,J1,J9,SUI,0.0
5159,J3,J2,J1,SUI,0.0
5160,J3,J2,J4,SUI,0.0
5161,J3,J2,J5,SUI,0.0
5162,J3,J2,J6,SUI,0.0
5163,J3,J2,J7,SUI,0.0
5164,J3,J2,J8,SUI,0.0
5165,J3,J2,J9,SUI,0.0
5166,J3,J4,J1,SUI,0.0
5167,J3,J4,J2,SUI,0.0
5168,J3,J4,J5,SUI,0.0
5169,J3,J4,J6,SUI,0.0
5170,J3,J4,J7,SUI,0.0
5171,J3,J4,J8,SUI,0.0
5172,J3,J4,J9,SUI,0.0
5173,J3,J5,J1,SUI,0.0
5174,J3,J5,J2,SUI,0.0
5175,J3,J5,J4,SUI,0.0
5176,J3,J5,J6,SUI,0.0
5177,J3,J5,J7,SUI,0.0
5178,J3,J5,J8,SUI,0.0
5179,J3,J5,J9,SUI,0.0
5180,J3,J6,J1,SUI,0.0
5181,J3,J6,J2,SUI,0.0
5182,J3,J6,J4,SUI,0.0
5183,J3,J6,J5,SUI,0.0
5184,J3,J6,J7,SUI,0.0
5185,J3,J6,J8,SUI,0.0
5186,J3,J6,J9,SUI,0.0
5187,J3,J7,J1,SUI,0.0
5188,J3,J7,J2,SUI,0.0
5189,J3,J7,J4,SUI,0.0
5190,J3,J7,J5,SUI,0.0
5191,J3,J7,J6,SUI,0.0
5192,J3,J7,J8,SUI,0.0
5193,J3,J7,J9,SUI,0.0
5194,J3,J8,J1,SUI,0.0
5195,J3,J8,J2,SUI,0.0
5196,J3,J8,J4,SUI,0.0
5197,J3,J8,J5,SUI,0.0
5198,J3,J8,J6,SUI,0.0
5199,J3,J8,J7,SUI,0.0
5200,J3,J8,J9,SUI,0.0
5201,J3,J9,J1,SUI,0.0
5202,J3,J9,J2,SUI,0.0
5203,J3,J9,J4,SUI,0.0
5204,J3,J9,J5,SUI,0.0
5205,J3,J9,J6,SUI,0.0
5206,J3,J9,J7,SUI,0.0
5207,J3,J9,J8,SUI,0.0
5208,J4,J1,J2,SUI,0.0
5209,J4,J1,J3,SUI,0.0
5210,J4,J1,J5,SUI,0.0
5211,J4,J1,J6,SUI,0.0
5212,J4,J1,J7,SUI,0.0
5213,J4,J1,J8,SUI,0.0
5214,J4,J1,J9,SUI,0.0
5215,J4,J2,J1,SUI,0.0
5216,J4,J2,J3,SUI,0.0
5217,J4,J2,J5,SUI,0.0
5218,J4,J2,J6,SUI,0.0
5219,J4,J2,J7,SUI,0.0
5220,J4,J2,J8,SUI,0.0
5221,J4,J2,J9,SUI,0.0
5222,J4,J3,J1,SUI,0.0
5223,J4,J3,J2,SUI,0.0
5224,J4,J3,J5,SUI,0.0
5225,J4,J3,J6,SUI,0.0
5226,J4,J3,J7,SUI,0.0
5227,J4,J3,J8,SUI,0.0
5228,J4,J3,J9,SUI,0.0
5229,J4,J5,J1,SUI,0.0
5230,J4,J5,J2,SUI,0.0
5231,J4,J5,J3,SUI,0.0
5232,J4,J5,J6,SUI,0.0
5233,J4,J5,J7,SUI,0.0
5234,J4,J5,J8,SUI,0.0
5235,J4,J5,J9,SUI,0.0
5236,J4,J6,J1,SUI,0.0
5237,J4,J6,J2,SUI,0.0
5238,J4,J6,J3,SUI,0.0
5239,J4,J6,J5,SUI,0.0
5240,J4,J6,J7,SUI,0.0
5241,J4,J6,J8,SUI,0.0
5242,J4,J6,J9,SUI,0.0
5243,J4,J7,J1,SUI,0.0
5244,J4,J7,J2,SUI,0.0
5245,J4,J7,J3,SUI,0.0
5246,J4,J7,J5,SUI,0.0
5247,J4,J7,J6,SUI,0.0
5248,J4,J7,J8,SUI,0.0
5249,J4,J7,J9,SUI,0.0
5250,J4,J8,J1,SUI,0.0
5251,J4,J8,J2,SUI,0.0
5252,J4,J8,J3,SUI,0.0
5253,J4,J8,J5,SUI,0.0
5254,J4,J8,J6,SUI,0.0
5255,J4,J8,J7,SUI,0.0
5256,J4,J8,J9,SUI,0.0
5257,J4,J9,J1,SUI,0.0
5258,J4,J9,J2,SUI,0.0
5259,J4,J9,J3,SUI,0.0
5260,J4,J9,J5,SUI,0.0
5261,J4,J9,J6,SUI,0.0
5262,J4,J9,J7,SUI,0.0
5263,J4,J9,J8,SUI,0.0
5264,J5,J1,J2,SUI,0.0
5265,J5,J1,J3,SUI,0.0
5266,J5,J1,J4,SUI,0.0
5267,J5,J1,J6,SUI,0.0
5268,J5,J1,J7,SUI,0.0
5269,J5,J1,J8,SUI,0.0
5270,J5,J1,J9,SUI,0.0
5271,J5,J2,J1,SUI,0.0
5272,J5,J2,J3,SUI,0.0
5273,J5,J2,J4,SUI,0.0
5274,J5,J2,J6,SUI,0.0
5275,J5,J2,J7,SUI,0.0
5276,J5,J2,J8,SUI,0.0
5277,J5,J2,J9,SUI,0.0
5278,J5,J3,J1,SUI,0.0
5279,J5,J3,J2,SUI,0.0
5280,J5,J3,J4,SUI,0.0
5281,J5,J3,J6,SUI,0.0
5282,J5,J3,J7,SUI,0.0
5283,J5,J3,J8,SUI,0.0
5284,J5,J3,J9,SUI,0.0
5285,J5,J4,J1,SUI,0.0
5286,J5,J4,J2,SUI,0.0
5287,J5,J4,J3,SUI,0.0
5288,J5,J4,J6,SUI,0.0
5289,J5,J4,J7,SUI,0.0
5290,J5,J4,J8,SUI,0.0
5291,J5,J4,J9,SUI,0.0
5292,J5,J6,J1,SUI,0.0
5293,J5,J6,J2,SUI,0.0
5294,J5,J6,J3,SUI,0.0
5295,J5,J6,J4,SUI,0.0
5296,J5,J6,J7,SUI,0.0004050925925925925
5297,J5,J6,J8,SUI,0.0
5298,J5,J6,J9,SUI,0.0
5299,J5,J7,J1,SUI,0.0
5300,J5,J7,J2,SUI,0.0
5301,J5,J7,J3,SUI,0.0
5302,J5,J7,J4,SUI,0.0
5303,J5,J7,J6,SUI,0.0
5304,J5,J7,J8,SUI,0.0
5305,J5,J7,J9,SUI,0.0
5306,J5,J8,J1,SUI,0.0
5307,J5,J8,J2,SUI,0.0
5308,J5,J8,J3,SUI,0.0
5309,J5,J8,J4,SUI,0.0
5310,J5,J8,J6,SUI,0.0
5311,J5,J8,J7,SUI,0.0
5312,J5,J8,J9,SUI,0.0
5313,J5,J9,J1,SUI,0.0
5314,J5,J9,J2,SUI,0.0
5315,J5,J9,J3,SUI,0.0
5316,J5,J9,J4,SUI,0.0
5317,J5,J9,J6,SUI,0.0
5318,J5,J9,J7,SUI,0.0
5319,J5,J9,J8,SUI,0.0
5320,J6,J1,J2,SUI,0.0
5321,J6,J1,J3,SUI,0.0
5322,J6,J1,J4,SUI,0.0
5323,J6,J1,J5,SUI,0.0
5324,J6,J1,J7,SUI,0.0
5325,J6,J1,J8,SUI,0.0
5326,J6,J1,J9,SUI,0.0
5327,J6,J2,J1,SUI,0.0
5328,J6,J2,J3,SUI,0.0
5329,J6,J2,J4,SUI,0.0
5330,J6,J2,J5,SUI,0.0
5331,J6,J2,J7,SUI,0.0
5332,J6,J2,J8,SUI,0.0
5333,J6,J2,J9,SUI,0.0
5334,J6,J3,J1,SUI,0.0
5335,J6,J3,J2,SUI,0.0
5336,J6,J3,J4,SUI,0.0
5337,J6,J3,J5,SUI,0.0
5338,J6,J3,J7,SUI,0.0
5339,J6,J3,J8,SUI,0.0
5340,J6,J3,J9,SUI,0.0
5341,J6,J4,J1,SUI,0.0
5342,J6,J4,J2,SUI,0.0
5343,J6,J4,J3,SUI,0.0
5344,J6,J4,J5,SUI,0.0
5345,J6,J4,J7,SUI,0.0
5346,J6,J4,J8,SUI,0.0
5347,J6,J4,J9,SUI,0.0
5348,J6,J5,J1,SUI,0.0
